Index,Company,Product,Inches,Price_euros,SSD_Memory(GB),HDD_Memory(GB),Ram(GB),ScreenResolution(pixels),CPU_Type,CPU_Frequency(GHz),GPU_Type
772,Asus,Zenbook UX330UA-AH5Q,13.3,1129.0,256,0,8,3200x1800,Intel Core,2.5,Intel HD
773,Dell,Latitude 3380,13.3,849.0,0,500,4,1366x768,Intel Core,2,Intel HD
774,Acer,TravelMate P238-M,13.3,655.0,128,0,4,1366x768,Intel Core,2.3,Intel HD
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,17.3,470.34,0,1024.0,4,1366x768,Intel Pentium,1.1,Nvidia GeForce
776,Dell,Inspiron 7559,15.6,1099.0,128,1024.0,16,3840x2160,Intel Core,2.6,Nvidia GeForce
777,Samsung,Notebook 9,13.3,1599.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
778,Acer,Aspire A315-31,15.6,298.0,0,1024.0,4,1366x768,Intel Pentium,1.1,Intel HD
779,Dell,Inspiron 5567,15.6,1181.27,256,0,16,1920x1080,Intel Core,2.7,AMD Radeon
780,Samsung,Notebook 9,15.0,1799.0,256,0,16,1920x1080,Intel Core,2.7,AMD Radeon
781,Toshiba,Tecra A40-C-1E5,14.0,1020.0,128,0,4,1366x768,Intel Core,2.3,Intel HD
782,Dell,Inspiron 7567,15.6,1099.0,0,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
783,HP,EliteBook 820,12.5,1244.0,256,0,4,1366x768,Intel Core,2.3,Intel HD
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,15.6,839.0,0,2048.0,12,1920x1080,Intel Core,2.7,Nvidia GeForce
785,Lenovo,Thinkpad P50,15.6,2370.0,512,0,16,3840x2160,Intel Core,2.7,Nvidia Quadro
786,Acer,Swift 3,14.0,636.0,128,0,4,1920x1080,Intel Core,2.4,Intel HD
787,Razer,Blade Pro,14.0,2899.0,512,0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
788,Asus,Vivobook Max,15.6,581.9,128,0,8,1920x1080,Intel Pentium,1.1,Intel HD
789,Dell,Alienware 17,17.3,3588.8,1024.0,1024.0,32,1920x1080,Intel Core,2.8,Nvidia GeForce
790,Asus,Rog G752VS-BA171T,17.3,2350.0,256,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
791,Toshiba,Tecra Z40-C-161,14.0,1764.0,512,0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
792,Lenovo,IdeaPad 110-15IBR,15.6,329.0,0,1024.0,8,1366x768,Intel Celeron,1.6,Intel HD
793,Lenovo,ThinkPad T470s,14.0,2299.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
794,MSI,GS43VR 7RE,14.0,1891.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
795,MSI,GL62M (i5-7300HQ/8GB/1TB,15.6,1089.0,128,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
796,Lenovo,Legion Y520-15IKBN,15.6,999.0,0,1024.0,4,1920x1080,Intel Core,2.8,Nvidia GeForce
797,Acer,Predator G9-793,17.3,2299.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
798,Dell,Inspiron 7567,15.6,985.0,256,0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,15.6,1339.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
801,Lenovo,ThinkPad Yoga,13.3,1970.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
802,Lenovo,Yoga 510-15IKB,15.6,959.0,256,0,8,1920x1080,Intel Core,2.5,AMD Radeon
804,Lenovo,ThinkPad X1,14.0,2330.0,256,0,8,2560x1440,Intel Core,2.5,Intel HD
806,Dell,Latitude 3580,15.6,810.0,128,0,8,1366x768,Intel Core,2.5,Intel HD
807,Lenovo,Yoga 910-13IKB,13.9,1349.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
808,Dell,Vostro 5568,15.6,739.0,256,0,8,1920x1080,Intel Core,2,AMD Radeon
809,HP,ZBook 17,15.6,2064.9,256,0,8,1920x1080,Intel Core,2.8,Nvidia Quadro
810,Asus,Pro P2540UA-XS51,15.6,1099.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
811,Dell,XPS 13,13.3,1499.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
812,Dell,XPS 15,15.6,1749.0,256,0,8,3840x2160,Intel Core,2.5,Nvidia GeForce
813,Dell,Latitude 3180,11.6,744.0,128,0,4,1366x768,Intel Pentium,1.1,Intel HD
814,HP,EliteBook 820,12.5,1389.0,256,0,8,1366x768,Intel Core,2.6,Intel HD
815,Toshiba,Satellite Pro,15.6,780.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
816,HP,15-ba043na (A12-9700P/8GB/2TB/W10),15.6,629.0,0,2048.0,8,1366x768,AMD A12-Series,2.5,AMD Radeon
817,Dell,Inspiron 7567,15.6,1679.0,512,0,16,3840x2160,Intel Core,2.8,Nvidia GeForce
818,Lenovo,IdeaPad 310-15IKB,15.6,609.0,0,1024.0,4,1920x1080,Intel Core,2.5,Nvidia GeForce
819,HP,Omen 17-an012dx,17.3,1749.0,0,1024.0,12,1920x1080,Intel Core,2.8,AMD Radeon
820,MSI,GE72MVR 7RG,17.3,2415.0,512,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
821,Samsung,Notebook 9,13.3,1499.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
822,Dell,Vostro 5568,15.6,961.0,0,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
823,Dell,Vostro 3568,15.6,789.81,256,0,8,1920x1080,Intel Core,2.5,AMD Radeon
824,Lenovo,Thinkpad T470s,14.0,1859.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
825,Razer,Blade Stealth,12.5,1799.0,512,0,16,3840x2160,Intel Core,2.5,Intel HD
827,Dell,Alienware 17,17.3,2505.02,128,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
828,Dell,Latitude 3480,14.0,755.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),15.6,489.9,0,500,4,1366x768,Intel Core,2,Intel HD
830,Toshiba,Tecra X40-D-10Z,14.0,1090.0,128,0,4,1366x768,Intel Core,2.5,Intel HD
831,Lenovo,Thinkpad X1,14.0,2499.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
832,MSI,GL62M 7RD,15.6,1199.0,256,0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
834,Toshiba,Satellite Pro,14.0,499.0,128,0,4,1366x768,Intel Pentium,2.1,Intel HD
835,Asus,ZenBook Flip,13.3,1358.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
836,Dell,Latitude 3480,14.0,585.0,0,500,4,1366x768,Intel Core,2,Intel HD
838,Acer,Swift 3,14.0,619.0,128,0,8,1920x1080,Intel Core,2.4,Intel HD
839,Razer,Blade Pro,17.3,5499.0,512,0,32,3840x2160,Intel Core,2.9,Nvidia GeForce
840,Lenovo,Thinkpad X1,14.0,2099.0,512,0,16,2560x1440,Intel Core,2.6,Intel HD
841,Asus,VivoBook Max,15.6,519.0,0,1024.0,4,1920x1080,Intel Core,2.5,Nvidia GeForce
842,Lenovo,Thinkpad T460,14.0,1186.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
843,Lenovo,ThinkPad T470s,14.0,1650.0,256,0,8,1920x1080,Intel Core,2.6,Intel HD
844,Dell,Alienware 15,15.6,2774.63,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
845,Asus,Rog GL702VS-BA023T,17.3,2419.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
846,Toshiba,Satellite Pro,15.6,669.0,0,500,4,1366x768,Intel Core,2.4,Intel HD
848,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),15.6,590.0,0,128,8,1920x1080,Intel Core,2.5,Intel HD
849,Asus,Rog GL702VM-GC017T,17.3,1799.0,512,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
851,Dell,Alienware 17,17.3,3072.89,512,1024.0,32,1920x1080,Intel Core,2.8,Nvidia GeForce
852,HP,ProBook 470,17.3,910.0,0,1024.0,8,1600x900,Intel Core,2.5,Nvidia GeForce
853,Dell,Vostro 3568,15.6,713.99,128,0,8,1366x768,Intel Core,2.5,Intel HD
854,HP,EliteBook 840,14.0,1870.0,512,0,8,1920x1080,Intel Core,2.5,Intel HD
855,Dell,Vostro 3568,15.6,739.0,256,0,4,1920x1080,Intel Core,2.7,AMD Radeon
857,Asus,ZenBook UX310UQ-GL026T,13.3,1026.0,512,0,8,1920x1080,Intel Core,2.3,Nvidia GeForce
858,HP,EliteBook x360,13.3,2277.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
859,HP,EliteBook 840,14.0,1468.0,512,0,8,1920x1080,Intel Core,2.5,Intel HD
860,HP,250 G6,15.6,299.0,128,0,4,1366x768,Intel Celeron,1.6,Intel HD
862,Asus,Rog GL502VM-DS74,15.6,1899.0,128,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
863,Dell,Inspiron 5767,17.3,865.0,0,1024.0,8,1920x1080,Intel Core,2.7,AMD Radeon
864,Lenovo,ThinkPad T470p,14.0,1903.0,256,0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
865,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,15.6,787.0,256,0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
866,Dell,Latitude 5580,15.6,945.0,128,0,8,1920x1080,Intel Core,2.5,Intel HD
867,Asus,X541NA (N4200/4GB/1TB/W10),15.6,449.0,0,1024.0,4,1366x768,Intel Pentium,1.1,Intel HD
868,HP,EliteBook x360,13.3,2559.0,256,0,8,1920x1080,Intel Core,2.8,Intel HD
869,Dell,Inspiron 5368,13.3,649.0,0,1024.0,8,1920x1080,Intel Core,2.3,Intel HD
870,Lenovo,IdeaPad 110-15ISK,15.6,469.0,0,1024.0,4,1920x1080,Intel Core,2.0,Intel HD
871,Lenovo,ThinkPad E570,15.6,850.66,0,1024.0,8,1920x1080,Intel Core,2.5,Intel HD
872,HP,EliteBook 850,15.6,1349.0,256,0,8,1920x1080,Intel Core,2.6,AMD Radeon
873,Toshiba,Portege X30-D-10X,13.3,1285.0,128,0,4,1920x1080,Intel Core,2.5,Intel HD
874,Lenovo,Legion Y520-15IKBN,15.6,1017.0,0,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
875,Dell,XPS 13,13.3,2240.0,512,0,16,3200x1800,Intel Core,2.5,Intel Iris
876,HP,Probook 450,15.6,910.0,0,500,4,1920x1080,Intel Core,2.3,Intel HD
877,Toshiba,Portégé Z30-C-188,13.3,1095.0,256,0,8,1366x768,Intel Core,2.3,Intel HD
878,Lenovo,ThinkPad Yoga,13.3,1950.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
879,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),14.0,902.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
880,Dell,Precision 3520,15.6,1778.0,0,1024.0,8,1920x1080,Intel Core,2.8,Nvidia Quadro
881,Lenovo,ThinkPad L570,15.6,1055.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
882,Lenovo,IdeaPad 110-15ISK,15.6,479.0,0,1024.0,4,1920x1080,Intel Core,2,AMD Radeon
883,Toshiba,Tecra A50-D-11D,15.6,1388.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
884,Lenovo,Thinkpad 13,13.3,735.0,180,0,4,1920x1080,Intel Core,2.4,Intel HD
885,Samsung,Notebook 9,15.0,1849.0,256,0,16,1920x1080,Intel Core,2.7,Nvidia GeForce
886,Dell,Latitude 7280,12.5,1690.0,256,0,8,1920x1080,Intel Core,2.8,Intel HD
887,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),15.6,398.99,0,1024.0,4,1366x768,Intel Pentium,1.1,Intel HD
888,Xiaomi,Mi Notebook,13.3,935.0,256,0,8,1920x1080,Intel Core,2.3,Nvidia GeForce
889,Dell,Vostro 5568,15.6,912.5,128,1024.0,4,1920x1080,Intel Core,2.5,Nvidia GeForce
890,HP,ProBook 450,15.6,839.0,256,0,4,1920x1080,Intel Core,2.5,Intel HD
891,HP,EliteBook x360,13.3,1700.0,256,0,4,1920x1080,Intel Core,2.5,Intel HD
892,HP,Pavilion x360,15.6,684.8,0,500,4,1366x768,Intel Core,2.5,Intel HD
894,Lenovo,IdeaPad 510-15ISK,15.6,669.0,0,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
895,Dell,Inspiron 3552,15.6,369.0,0,500,4,1366x768,Intel Pentium,1.6,Intel HD
896,HP,EliteBook x360,13.3,1799.0,256,0,4,1920x1080,Intel Core,2.5,Intel HD
897,Dell,Vostro 3568,15.6,455.7,0,1024.0,4,1366x768,Intel Core,2.0,AMD Radeon
898,Asus,Rog GL753VD-GC082T,17.3,1369.9,128,1024.0,12,1920x1080,Intel Core,2.5,Nvidia GeForce
900,Lenovo,IdeaPad 110-17ACL,17.3,379.0,0,500,4,1600x900,AMD A4-Series,2.2,AMD Radeon
901,HP,Probook 640,14.0,1265.0,128,0,4,1920x1080,Intel Core,2.5,Intel HD
902,HP,Envy x360,13.3,1399.0,256,0,16,3200x1800,Intel Core,2.7,Intel HD
903,Samsung,Notebook 9,15.0,1699.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
904,Lenovo,ThinkPad T470s,14.0,1799.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
905,MSI,GS73VR Stealth,17.3,2649.0,512,2048.0,16,3840x2160,Intel Core,2.6,Nvidia GeForce
906,Toshiba,Portege X30-D-10V,13.3,1475.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
908,Dell,Inspiron 7567,15.6,929.0,0,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
909,HP,ProBook 450,15.6,900.0,0,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
910,Dell,Vostro 3568,15.6,614.0,0,1024.0,4,1366x768,Intel Core,2.0,AMD Radeon
911,Dell,Latitude 5580,15.6,935.0,0,500,8,1920x1080,Intel Core,2.6,Intel HD
912,Dell,XPS 13,13.3,2013.1,512,0,8,3200x1800,Intel Core,1.3,Intel HD
913,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,17.3,1279.0,256,256,32,1920x1080,Intel Core,2.7,Nvidia GeForce
914,Dell,XPS 13,13.3,1649.0,256,0,16,1920x1080,Intel Core,1.3,Intel HD
916,Lenovo,ThinkPad T570,15.6,1962.99,512,0,8,1920x1080,Intel Core,2.5,Intel HD
917,LG,Gram 15Z970,15.6,2099.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
918,HP,Elitebook 820,12.5,1483.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
920,Lenovo,IdeaPad Y700-15ISK,15.6,789.0,128,1024.0,8,1920x1080,Intel Core,2.3,Nvidia GeForce
922,LG,Gram 14Z970,14.0,1899.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
923,Dell,Latitude 5480,14.0,1205.0,256,0,8,1920x1080,Intel Core,2.8,Intel HD
924,HP,Elitebook Folio,12.5,3100.0,240,0,8,3840x2160,Intel Core,1.2,Intel HD
925,Lenovo,IdeaPad 510-15IKB,15.6,789.0,256,0,6,1920x1080,Intel Core,2.7,Nvidia GeForce
926,HP,ProBook 450,15.6,1018.99,256,0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
927,Acer,Aspire E5-575,15.6,499.0,0,1024.0,4,1920x1080,Intel Core,2.4,Intel HD
928,Lenovo,ThinkPad 13,13.3,881.0,128,0,4,1920x1080,Intel Core,2.5,Intel HD
930,HP,Probook 430,13.3,960.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
931,MSI,GE72VR 6RF,17.3,1599.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
932,Dell,Inspiron 7567,15.6,1349.0,128,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
933,MSI,GL62M 7RD,15.6,1119.91,128,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
934,Dell,Vostro 3568,15.6,684.99,0,1024.0,4,1366x768,Intel Core,2.5,AMD Radeon
935,HP,EliteBook 850,15.6,1296.99,256,0,8,1920x1080,Intel Core,2.5,AMD Radeon
936,HP,Envy 13-AB077cl,13.3,1149.0,256,0,8,3200x1800,Intel Core,2.7,Intel HD
937,Toshiba,Tecra Z50-C-140,15.6,1975.0,256,0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
938,Lenovo,ThinkPad Yoga,13.3,1825.0,512,0,8,1920x1080,Intel Core,2.5,Intel HD
939,Dell,Latitude 3580,15.6,729.9,0,500,4,1366x768,Intel Core,2.3,Intel HD
940,Lenovo,Thinkpad X270,12.5,1650.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
941,HP,Probook 650,15.6,1165.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
942,Dell,Vostro 3568,15.6,708.06,0,1024.0,4,1366x768,Intel Core,2.5,Intel HD
943,HP,ProBook 640,14.0,1149.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
944,Lenovo,IdeaPad 320-15IAP,15.6,309.0,0,1024.0,4,1366x768,Intel Pentium,1.1,Intel HD
945,HP,EliteBook 820,12.5,1579.0,0,500,4,1920x1080,Intel Core,2.3,Intel HD
946,HP,250 G6,15.6,288.9,0,1024.0,4,1366x768,Intel Celeron,1.6,Intel HD
947,Lenovo,Yoga 900-13ISK,13.3,1799.0,1024.0,0,16,3200x1800,Intel Core,2.2,Intel Iris
948,Toshiba,Tecra Z40-C-12X,14.0,1105.0,128,0,4,1920x1080,Intel Core,2.3,Intel HD
949,HP,EliteBook 820,12.5,1669.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
950,Dell,Vostro 3568,15.6,558.6,0,1024.0,4,1366x768,Intel Core,2.0,Intel HD
951,MSI,GP62M Leopard,15.6,1199.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
952,Dell,Latitude 7480,14.0,1639.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
953,Dell,Alienware 17,17.3,2758.0,512,1024.0,16,2560x1440,Intel Core,2.7,Nvidia GeForce
954,HP,Omen 17-W006na,17.3,1399.0,128,1024.0,8,1920x1080,Intel Core,2.3,Nvidia GeForce
955,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,17.3,530.0,0,1024.0,4,1600x900,Intel Pentium,1.6,Nvidia GeForce
956,Acer,TravelMate P259-G2,15.6,619.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
957,Toshiba,Tecra A50-C-1ZV,15.6,1119.0,256,0,8,1366x768,Intel Core,2.3,Intel HD
958,Lenovo,Yoga 700-11ISK,11.3,1299.0,256,0,8,1920x1080,Intel Core,1.2,Intel HD
959,Lenovo,IdeaPad Y700-15ACZ,15.6,999.0,512,1024.0,16,1920x1080,AMD FX,2.1,AMD Radeon
960,Dell,Latitude 7280,12.5,1472.2,256,0,8,1920x1080,Intel Core,2.5,Intel HD
961,Lenovo,IdeaPad 310-15IKB,15.6,685.0,0,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
962,Dell,Insprion 5767,17.3,659.0,0,1024.0,4,1600x900,Intel Core,2.0,AMD Radeon
964,HP,ZBook Studio,15.6,2249.0,8,0,8,1920x1080,Intel Core,2.7,Nvidia Quadro
965,Dell,Latitude 7480,14.0,1775.0,256,0,8,1920x1080,Intel Core,2.8,Intel HD
966,Toshiba,Portege Z30-C-1CW,13.3,1460.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
968,Lenovo,Thinkpad T460,14.0,1488.99,256,0,8,1920x1080,Intel Core,2.6,Intel HD
969,Dell,Alienware 17,17.3,3154.0,512,1024.0,16,3840x2160,Intel Core,2.8,Nvidia GeForce
970,Dell,XPS 13,13.3,1899.0,256,0,8,1920x1080,Intel Core,1.2,Intel HD
971,HP,ProBook x360,11.6,775.0,256,0,4,1366x768,Intel Pentium,1.1,Intel HD
972,Dell,XPS 13,13.3,1268.0,256,0,8,3200x1800,Intel Core,2.5,Intel HD
974,Toshiba,Portege Z30-C-16Z,13.3,1535.0,256,0,8,1920x1080,Intel Core,2.4,Intel HD
975,Lenovo,ThinkPad X270,12.5,1760.0,256,0,8,1920x1080,Intel Core,2.6,Intel HD
976,Acer,Aspire F5-573G-510L,15.6,1009.0,128,1024.0,12,1920x1080,Intel Core,2.5,Nvidia GeForce
977,Toshiba,Portege X20W-D-10V,12.5,1790.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
978,HP,ProBook 450,15.6,846.5,0,1024.0,8,1366x768,Intel Core,2.50,Nvidia GeForce
979,Dell,Inspiron 3567,15.6,465.62,0,1024.0,4,1366x768,Intel Core,2.0,AMD Radeon
980,Dell,Latitude 5580,15.6,825.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
981,HP,ProBook 450,15.6,685.0,0,500,4,1920x1080,Intel Core,2.4,Intel HD
982,Dell,Alienware 17,17.3,3149.0,256,1024.0,32,1920x1080,Intel Core,2.8,Nvidia GeForce
983,Lenovo,IdeaPad 310-15IKB,15.6,695.0,256,0,6,1920x1080,Intel Core,2.5,Nvidia GeForce
984,Dell,XPS 13,13.3,1899.0,512,0,16,3200x1800,Intel Core,1.3,Intel HD
985,Dell,Latitude E7470,14.0,1962.98,256,0,8,2560x1440,Intel Core,2.6,Intel HD
986,Dell,Alienware 17,17.3,2800.0,256,1024.0,32,1920x1080,Intel Core,2.6,Nvidia GeForce
987,Toshiba,Tecra A40-C-1DF,14.0,1180.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
988,Asus,Rog Strix,17.3,2049.9,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
989,HP,Probook 450,15.6,979.0,128,1024.0,8,1920x1080,Intel Core,2.70,Nvidia GeForce
990,Lenovo,ThinkPad T460,14.0,1002.0,0,0,4,1366x768,Intel Core,2.3,Intel HD
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,15.6,1799.0,512,2048.0,16,3840x2160,Intel Core,2.7,Nvidia GeForce
992,HP,15-bs053od (i7-7500U/6GB/1TB/W10),15.6,579.0,0,1024.0,6,1366x768,Intel Core,2.7,Intel HD
993,Asus,Rog GL753VE-DS74,17.3,1749.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
994,Dell,Inspiron 7579,15.6,1299.0,512,0,12,1920x1080,Intel Core,2.7,Intel HD
995,Toshiba,Portege Z30-C-1CV,13.3,1195.0,128,0,4,1920x1080,Intel Core,2.3,Intel HD
996,Lenovo,IdeaPad 320-15ABR,15.6,549.0,256,0,6,1920x1080,AMD A12-Series,3.6,AMD Radeon
997,Fujitsu,LifeBook A556,15.6,649.0,256,0,4,1366x768,Intel Core,2.3,Intel HD
998,Toshiba,Tecra A40-C-1KF,14.0,915.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
999,Dell,Inspiron 3567,15.6,599.0,0,500,4,1366x768,Intel Core,2.5,AMD Radeon
1000,HP,Probook 450,15.6,806.0,0,1024.0,8,1920x1080,Intel Core,2.5,Intel HD
1001,Lenovo,Legion Y520-15IKBN,15.6,1189.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1002,Dell,Inspiron 5567,15.6,749.0,0,1024.0,8,1366x768,Intel Core,2.7,AMD Radeon
1003,Dell,Latitude 5480,14.0,1119.0,128,0,8,1920x1080,Intel Core,2.5,Intel HD
1004,HP,EliteBook Folio,12.5,1908.0,512,0,8,1920x1080,Intel Core,1.2,Intel HD
1005,HP,15-bs005nv (i3-6006U/4GB/1TB,15.6,499.0,128,1024.0,4,1920x1080,Intel Core,2,AMD Radeon
1006,Lenovo,V110-15IAP (N3350/4GB/128GB/No,15.6,270.62,128,0,4,1366x768,Intel Celeron,1.1,Intel HD
1007,Lenovo,ThinkPad T560,15.6,1349.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1008,Dell,Inspiron 5378,13.3,889.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1009,Asus,ZenBook UX310UA-FB485T,13.3,1150.0,256,0,8,3200x1800,Intel Core,2.5,Intel HD
1010,HP,Spectre 13-V111dx,13.3,1349.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
1011,Acer,Aspire ES1-533,15.6,380.0,0,500,4,1366x768,Intel Pentium,1.1,Intel HD
1012,Asus,Rog GL553VE-DS74,15.6,1799.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1013,HP,EliteBook 840,14.0,2089.0,512,0,8,1920x1080,Intel Core,2.7,Intel HD
1014,Acer,Nitro 5,15.6,1260.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1015,HP,ENVY -,13.3,1189.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1016,Dell,Vostro 3568,15.6,547.0,128,0,4,1366x768,Intel Core,2.4,Intel HD
1017,HP,Probook 440,14.0,779.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
1018,Toshiba,Portege Z30-C-16H,13.3,1195.0,128,0,4,1920x1080,Intel Core,2.3,Intel HD
1019,HP,EliteBook 840,14.0,1099.99,256,0,4,1366x768,Intel Core,2.4,Intel HD
1020,HP,ProBook 640,14.0,1205.0,256,0,4,1920x1080,Intel Core,2.5,Intel HD
1021,HP,EliteBook 1040,14.0,1449.0,256,0,8,1920x1080,Intel Core,2.6,Intel HD
1022,HP,ProBook 440,14.0,1049.26,256,0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1023,HP,Probook 440,14.0,684.0,0,500,4,1366x768,Intel Core,2.4,Intel HD
1024,Dell,Inspiron 7567,15.6,949.0,0,0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1025,HP,EliteBook 820,12.5,1539.0,0,500,4,1920x1080,Intel Core,2.5,Intel HD
1026,HP,Elitebook 840,14.0,1590.0,256,0,4,1920x1080,Intel Core,2.5,Intel HD
1027,HP,EliteBook 840,14.0,1887.21,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1028,HP,Probook 430,13.3,800.0,0,500,4,1366x768,Intel Core,2.4,Intel HD
1029,Toshiba,Portege A30-C-1CZ,13.3,1210.0,256,0,8,1366x768,Intel Core,2.3,Intel HD
1030,HP,ProBook 450,15.6,769.99,256,0,4,1366x768,Intel Core,2.4,Intel HD
1031,Lenovo,ThinkPad P70,17.3,2968.0,512,0,16,3840x2160,Intel Core,2.7,Nvidia Quadro
1032,Toshiba,Tecra Z40-C-12Z,14.0,1490.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1033,HP,EliteBook 1040,14.0,2229.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1034,Dell,Inspiron 5568,15.6,795.99,0,1024.0,4,1920x1080,Intel Core,2.3,Intel HD
1035,Toshiba,Portégé Z30-C-16K,13.3,1590.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1036,HP,Spectre 13-V100nv,13.3,1149.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1037,HP,ProBook 440,14.0,1185.43,256,0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1038,Dell,Latitude E5570,15.6,1046.44,0,500,8,1920x1080,Intel Core,2.4,Intel HD
1039,HP,Elitebook 820,12.5,1559.0,256,0,4,1366x768,Intel Core,2.5,Intel HD
1040,HP,ProBook 650,14.0,1189.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
